product_id,product_name,brand,category,image_url,ingredient_list_raw,extracted_ingredients,health_category,allergen_flags,nutrition_summary,health_score,region
ns_00996,Reliance Fresh Sauces Mix 97,Reliance Fresh,sauces,https://static.openfoodfacts.org/images/products/1000000000996/front_en.400.jpg,"tomato paste, vinegar, salt, trans fat, sugar, high fructose corn syrup","[""tomato paste"", ""vinegar"", ""salt"", ""trans fat"", ""sugar"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 155, ""sugar_g"": 5.7, ""sodium_mg"": 822, ""fat_g"": 2.2, ""protein_g"": 19.4}",14,India
ns_00997,Haldiram's Beverages Mix 98,Haldiram's,beverages,https://static.openfoodfacts.org/images/products/1000000000997/front_en.400.jpg,"water, sugar, citric acid, fiber, milk, vitamin","[""water"", ""sugar"", ""citric acid"", ""fiber"", ""milk"", ""vitamin""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 502, ""sugar_g"": 11.3, ""sodium_mg"": 344, ""fat_g"": 10.7, ""protein_g"": 14.2}",54,India
ns_00998,Britannia Snacks Mix 99,Britannia,snacks,https://static.openfoodfacts.org/images/products/1000000000998/front_en.400.jpg,"potato, vegetable oil (palm), salt, olive oil, whole grain, protein","[""potato"", ""vegetable oil (palm)"", ""salt"", ""olive oil"", ""whole grain"", ""protein""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 450, ""sugar_g"": 2.7, ""sodium_mg"": 178, ""fat_g"": 16.8, ""protein_g"": 4.6}",77,India
ns_00999,Nilgiris Dairy Mix 100,Nilgiris,dairy,https://static.openfoodfacts.org/images/products/1000000000999/front_en.400.jpg,"milk, milk solids, stabiliser (E412), oats, trans fat, trans fat","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""oats"", ""trans fat"", ""trans fat""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 405, ""sugar_g"": 15.6, ""sodium_mg"": 150, ""fat_g"": 33.2, ""protein_g"": 15.4}",53,India
ns_01000,Nilgiris Bakery Mix 101,Nilgiris,bakery,https://static.openfoodfacts.org/images/products/1000000001000/front_en.400.jpg,"wheat flour, sugar, vegetable oil, sodium benzoate, sorbitol, lentil","[""wheat flour"", ""sugar"", ""vegetable oil"", ""sodium benzoate"", ""sorbitol"", ""lentil""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 124, ""sugar_g"": 17.4, ""sodium_mg"": 132, ""fat_g"": 31.0, ""protein_g"": 6.4}",28,India
ns_01001,Haldiram's Confectionery Mix 102,Haldiram's,confectionery,https://static.openfoodfacts.org/images/products/1000000001001/front_en.400.jpg,"sugar, cocoa butter, milk powder, milk, lentil, protein","[""sugar"", ""cocoa butter"", ""milk powder"", ""milk"", ""lentil"", ""protein""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 366, ""sugar_g"": 12.9, ""sodium_mg"": 740, ""fat_g"": 12.1, ""protein_g"": 10.2}",45,India
ns_01002,Golden Harvest Bakery Mix 103,Golden Harvest,bakery,https://static.openfoodfacts.org/images/products/1000000001002/front_en.400.jpg,"wheat flour, sugar, vegetable oil, oats, artificial flavour, vegetable","[""wheat flour"", ""sugar"", ""vegetable oil"", ""oats"", ""artificial flavour"", ""vegetable""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 401, ""sugar_g"": 19.6, ""sodium_mg"": 41, ""fat_g"": 33.1, ""protein_g"": 15.4}",41,India
ns_01003,MDH Dairy Mix 104,MDH,dairy,https://static.openfoodfacts.org/images/products/1000000001003/front_en.400.jpg,"milk, milk solids, stabiliser (E412), monosodium glutamate, preservative, oats","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""monosodium glutamate"", ""preservative"", ""oats""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 166, ""sugar_g"": 15.6, ""sodium_mg"": 547, ""fat_g"": 32.2, ""protein_g"": 5.2}",33,India
ns_01004,Haldiram's Bakery Mix 105,Haldiram's,bakery,https://static.openfoodfacts.org/images/products/1000000001004/front_en.400.jpg,"wheat flour, sugar, vegetable oil, vegetable, protein, fiber","[""wheat flour"", ""sugar"", ""vegetable oil"", ""vegetable"", ""protein"", ""fiber""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 482, ""sugar_g"": 1.4, ""sodium_mg"": 622, ""fat_g"": 8.5, ""protein_g"": 9.8}",53,India
ns_01005,Sunrise Foods Cereals Mix 106,Sunrise Foods,cereals,https://static.openfoodfacts.org/images/products/1000000001005/front_en.400.jpg,"oats, sugar, malted barley, vitamin, milk, vitamin","[""oats"", ""sugar"", ""malted barley"", ""vitamin"", ""milk"", ""vitamin""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 401, ""sugar_g"": 27.9, ""sodium_mg"": 700, ""fat_g"": 17.0, ""protein_g"": 0.1}",39,India
ns_01006,Reliance Fresh Cereals Mix 107,Reliance Fresh,cereals,https://static.openfoodfacts.org/images/products/1000000001006/front_en.400.jpg,"oats, sugar, malted barley, milk, oats, milk","[""oats"", ""sugar"", ""malted barley"", ""milk"", ""oats"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 396, ""sugar_g"": 24.8, ""sodium_mg"": 150, ""fat_g"": 12.0, ""protein_g"": 9.3}",48,India
ns_01007,Kohinoor Dairy Mix 108,Kohinoor,dairy,https://static.openfoodfacts.org/images/products/1000000001007/front_en.400.jpg,"milk, milk solids, stabiliser (E412), lentil, oats, preservative","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""lentil"", ""oats"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 245, ""sugar_g"": 28.3, ""sodium_mg"": 596, ""fat_g"": 4.3, ""protein_g"": 1.8}",40,India
ns_01008,Sunrise Foods Bakery Mix 109,Sunrise Foods,bakery,https://static.openfoodfacts.org/images/products/1000000001008/front_en.400.jpg,"wheat flour, sugar, vegetable oil, sodium benzoate, vegetable, sorbitol","[""wheat flour"", ""sugar"", ""vegetable oil"", ""sodium benzoate"", ""vegetable"", ""sorbitol""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 276, ""sugar_g"": 29.8, ""sodium_mg"": 349, ""fat_g"": 4.8, ""protein_g"": 12.6}",15,India
ns_01009,Nilgiris Snacks Mix 110,Nilgiris,snacks,https://static.openfoodfacts.org/images/products/1000000001009/front_en.400.jpg,"potato, vegetable oil (palm), salt, artificial flavour, milk, trans fat","[""potato"", ""vegetable oil (palm)"", ""salt"", ""artificial flavour"", ""milk"", ""trans fat""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": true}","{""calories"": 460, ""sugar_g"": 16.5, ""sodium_mg"": 162, ""fat_g"": 30.6, ""protein_g"": 4.5}",40,India
ns_01010,MDH Condiments Mix 111,MDH,condiments,https://static.openfoodfacts.org/images/products/1000000001010/front_en.400.jpg,"chili, salt, vinegar, sodium nitrate, oats, sorbitol","[""chili"", ""salt"", ""vinegar"", ""sodium nitrate"", ""oats"", ""sorbitol""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 424, ""sugar_g"": 8.8, ""sodium_mg"": 751, ""fat_g"": 22.1, ""protein_g"": 9.1}",29,India
ns_01011,Amul Snacks Mix 112,Amul,snacks,https://static.openfoodfacts.org/images/products/1000000001011/front_en.400.jpg,"potato, vegetable oil (palm), salt, fiber, whole grain, lentil","[""potato"", ""vegetable oil (palm)"", ""salt"", ""fiber"", ""whole grain"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 139, ""sugar_g"": 8.0, ""sodium_mg"": 607, ""fat_g"": 8.1, ""protein_g"": 13.6}",65,India
ns_01012,Kohinoor Cereals Mix 113,Kohinoor,cereals,https://static.openfoodfacts.org/images/products/1000000001012/front_en.400.jpg,"oats, sugar, malted barley, sodium benzoate, sodium nitrate, fruit","[""oats"", ""sugar"", ""malted barley"", ""sodium benzoate"", ""sodium nitrate"", ""fruit""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 397, ""sugar_g"": 8.6, ""sodium_mg"": 611, ""fat_g"": 6.7, ""protein_g"": 7.0}",23,India
ns_01013,Tata Ready_Meals Mix 114,Tata,ready_meals,https://static.openfoodfacts.org/images/products/1000000001013/front_en.400.jpg,"rice, vegetable oil, salt, whole grain, olive oil, protein","[""rice"", ""vegetable oil"", ""salt"", ""whole grain"", ""olive oil"", ""protein""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 546, ""sugar_g"": 6.8, ""sodium_mg"": 174, ""fat_g"": 4.9, ""protein_g"": 13.9}",75,India
ns_01014,Parle Confectionery Mix 115,Parle,confectionery,https://static.openfoodfacts.org/images/products/1000000001014/front_en.400.jpg,"sugar, cocoa butter, milk powder, preservative, artificial flavour, oats","[""sugar"", ""cocoa butter"", ""milk powder"", ""preservative"", ""artificial flavour"", ""oats""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 268, ""sugar_g"": 0.7, ""sodium_mg"": 747, ""fat_g"": 2.5, ""protein_g"": 1.5}",24,India
ns_01015,Parle Sauces Mix 116,Parle,sauces,https://static.openfoodfacts.org/images/products/1000000001015/front_en.400.jpg,"tomato paste, vinegar, salt, vegetable, milk, sorbitol","[""tomato paste"", ""vinegar"", ""salt"", ""vegetable"", ""milk"", ""sorbitol""]",Neutral,"{""gluten"": true, ""nuts"": true, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 290, ""sugar_g"": 15.0, ""sodium_mg"": 123, ""fat_g"": 27.5, ""protein_g"": 17.9}",54,India
ns_01016,ITC Confectionery Mix 117,ITC,confectionery,https://static.openfoodfacts.org/images/products/1000000001016/front_en.400.jpg,"sugar, cocoa butter, milk powder, olive oil, high fructose corn syrup, artificial flavour","[""sugar"", ""cocoa butter"", ""milk powder"", ""olive oil"", ""high fructose corn syrup"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 466, ""sugar_g"": 8.7, ""sodium_mg"": 32, ""fat_g"": 17.1, ""protein_g"": 11.6}",35,India
ns_01017,Nilgiris Frozen Mix 118,Nilgiris,frozen,https://static.openfoodfacts.org/images/products/1000000001017/front_en.400.jpg,"vegetables, vegetable oil, salt, whole grain, protein, high fructose corn syrup","[""vegetables"", ""vegetable oil"", ""salt"", ""whole grain"", ""protein"", ""high fructose corn syrup""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 230, ""sugar_g"": 18.2, ""sodium_mg"": 176, ""fat_g"": 23.9, ""protein_g"": 4.1}",54,India
ns_01018,Haldiram's Beverages Mix 119,Haldiram's,beverages,https://static.openfoodfacts.org/images/products/1000000001018/front_en.400.jpg,"water, sugar, citric acid, sodium nitrate, lentil, protein","[""water"", ""sugar"", ""citric acid"", ""sodium nitrate"", ""lentil"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 209, ""sugar_g"": 19.7, ""sodium_mg"": 435, ""fat_g"": 29.1, ""protein_g"": 10.8}",33,India
ns_01019,Amul Ready_Meals Mix 120,Amul,ready_meals,https://static.openfoodfacts.org/images/products/1000000001019/front_en.400.jpg,"rice, vegetable oil, salt, sodium benzoate, vitamin, lentil","[""rice"", ""vegetable oil"", ""salt"", ""sodium benzoate"", ""vitamin"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 477, ""sugar_g"": 22.6, ""sodium_mg"": 258, ""fat_g"": 7.6, ""protein_g"": 3.6}",50,India
ns_01020,ITC Ready_Meals Mix 121,ITC,ready_meals,https://static.openfoodfacts.org/images/products/1000000001020/front_en.400.jpg,"rice, vegetable oil, salt, olive oil, vegetable, oats","[""rice"", ""vegetable oil"", ""salt"", ""olive oil"", ""vegetable"", ""oats""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": true}","{""calories"": 113, ""sugar_g"": 16.6, ""sodium_mg"": 47, ""fat_g"": 12.4, ""protein_g"": 10.8}",69,India
ns_01021,MDH Dairy Mix 122,MDH,dairy,https://static.openfoodfacts.org/images/products/1000000001021/front_en.400.jpg,"milk, milk solids, stabiliser (E412), protein, vegetable, fiber","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""protein"", ""vegetable"", ""fiber""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 224, ""sugar_g"": 3.1, ""sodium_mg"": 716, ""fat_g"": 10.3, ""protein_g"": 3.3}",66,India
ns_01022,Golden Harvest Confectionery Mix 123,Golden Harvest,confectionery,https://static.openfoodfacts.org/images/products/1000000001022/front_en.400.jpg,"sugar, cocoa butter, milk powder, fruit, monosodium glutamate, protein","[""sugar"", ""cocoa butter"", ""milk powder"", ""fruit"", ""monosodium glutamate"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 130, ""sugar_g"": 25.8, ""sodium_mg"": 481, ""fat_g"": 26.4, ""protein_g"": 15.5}",32,India
ns_01023,Haldiram's Ready_Meals Mix 124,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000001023/front_en.400.jpg,"rice, vegetable oil, salt, vitamin, sorbitol, olive oil","[""rice"", ""vegetable oil"", ""salt"", ""vitamin"", ""sorbitol"", ""olive oil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 219, ""sugar_g"": 5.3, ""sodium_mg"": 838, ""fat_g"": 21.1, ""protein_g"": 9.9}",47,India
ns_01024,Organic Valley Beverages Mix 125,Organic Valley,beverages,https://static.openfoodfacts.org/images/products/1000000001024/front_en.400.jpg,"water, sugar, citric acid, sorbitol, fiber, preservative","[""water"", ""sugar"", ""citric acid"", ""sorbitol"", ""fiber"", ""preservative""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 155, ""sugar_g"": 29.1, ""sodium_mg"": 612, ""fat_g"": 8.4, ""protein_g"": 17.2}",10,India
ns_01025,Nilgiris Ready_Meals Mix 126,Nilgiris,ready_meals,https://static.openfoodfacts.org/images/products/1000000001025/front_en.400.jpg,"rice, vegetable oil, salt, sorbitol, olive oil, lentil","[""rice"", ""vegetable oil"", ""salt"", ""sorbitol"", ""olive oil"", ""lentil""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 278, ""sugar_g"": 2.5, ""sodium_mg"": 563, ""fat_g"": 24.4, ""protein_g"": 4.5}",54,India
ns_01026,Golden Harvest Frozen Mix 127,Golden Harvest,frozen,https://static.openfoodfacts.org/images/products/1000000001026/front_en.400.jpg,"vegetables, vegetable oil, salt, artificial flavour, milk, whole grain","[""vegetables"", ""vegetable oil"", ""salt"", ""artificial flavour"", ""milk"", ""whole grain""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 262, ""sugar_g"": 5.4, ""sodium_mg"": 145, ""fat_g"": 18.3, ""protein_g"": 19.7}",61,India
ns_01027,Sunrise Foods Dairy Mix 128,Sunrise Foods,dairy,https://static.openfoodfacts.org/images/products/1000000001027/front_en.400.jpg,"milk, milk solids, stabiliser (E412), oats, vegetable, milk","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""oats"", ""vegetable"", ""milk""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 106, ""sugar_g"": 9.0, ""sodium_mg"": 486, ""fat_g"": 0.7, ""protein_g"": 8.9}",64,India
ns_01028,Organic Valley Beverages Mix 129,Organic Valley,beverages,https://static.openfoodfacts.org/images/products/1000000001028/front_en.400.jpg,"water, sugar, citric acid, protein, olive oil, protein","[""water"", ""sugar"", ""citric acid"", ""protein"", ""olive oil"", ""protein""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 129, ""sugar_g"": 8.9, ""sodium_mg"": 739, ""fat_g"": 10.6, ""protein_g"": 4.0}",44,India
ns_01029,Reliance Fresh Condiments Mix 130,Reliance Fresh,condiments,https://static.openfoodfacts.org/images/products/1000000001029/front_en.400.jpg,"chili, salt, vinegar, vitamin, protein, sorbitol","[""chili"", ""salt"", ""vinegar"", ""vitamin"", ""protein"", ""sorbitol""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 216, ""sugar_g"": 3.3, ""sodium_mg"": 495, ""fat_g"": 23.9, ""protein_g"": 16.2}",52,India
ns_01030,Golden Harvest Ready_Meals Mix 131,Golden Harvest,ready_meals,https://static.openfoodfacts.org/images/products/1000000001030/front_en.400.jpg,"rice, vegetable oil, salt, high fructose corn syrup, protein, artificial flavour","[""rice"", ""vegetable oil"", ""salt"", ""high fructose corn syrup"", ""protein"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 308, ""sugar_g"": 6.3, ""sodium_mg"": 393, ""fat_g"": 24.4, ""protein_g"": 16.9}",40,India
ns_01031,Nilgiris Frozen Mix 132,Nilgiris,frozen,https://static.openfoodfacts.org/images/products/1000000001031/front_en.400.jpg,"vegetables, vegetable oil, salt, olive oil, whole grain, milk","[""vegetables"", ""vegetable oil"", ""salt"", ""olive oil"", ""whole grain"", ""milk""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 37, ""sugar_g"": 22.0, ""sodium_mg"": 687, ""fat_g"": 19.3, ""protein_g"": 9.0}",57,India
ns_01032,Reliance Fresh Bakery Mix 133,Reliance Fresh,bakery,https://static.openfoodfacts.org/images/products/1000000001032/front_en.400.jpg,"wheat flour, sugar, vegetable oil, sodium benzoate, trans fat, lentil","[""wheat flour"", ""sugar"", ""vegetable oil"", ""sodium benzoate"", ""trans fat"", ""lentil""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 142, ""sugar_g"": 25.3, ""sodium_mg"": 155, ""fat_g"": 23.3, ""protein_g"": 6.5}",24,India
ns_01033,ITC Confectionery Mix 134,ITC,confectionery,https://static.openfoodfacts.org/images/products/1000000001033/front_en.400.jpg,"sugar, cocoa butter, milk powder, monosodium glutamate, protein, high fructose corn syrup","[""sugar"", ""cocoa butter"", ""milk powder"", ""monosodium glutamate"", ""protein"", ""high fructose corn syrup""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 462, ""sugar_g"": 25.6, ""sodium_mg"": 7, ""fat_g"": 25.9, ""protein_g"": 7.3}",27,India
ns_01034,Organic Valley Condiments Mix 135,Organic Valley,condiments,https://static.openfoodfacts.org/images/products/1000000001034/front_en.400.jpg,"chili, salt, vinegar, monosodium glutamate, vegetable, sodium nitrate","[""chili"", ""salt"", ""vinegar"", ""monosodium glutamate"", ""vegetable"", ""sodium nitrate""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 467, ""sugar_g"": 5.0, ""sodium_mg"": 554, ""fat_g"": 23.0, ""protein_g"": 19.6}",35,India
ns_01035,MDH Confectionery Mix 136,MDH,confectionery,https://static.openfoodfacts.org/images/products/1000000001035/front_en.400.jpg,"sugar, cocoa butter, milk powder, preservative, vitamin, artificial flavour","[""sugar"", ""cocoa butter"", ""milk powder"", ""preservative"", ""vitamin"", ""artificial flavour""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 55, ""sugar_g"": 6.8, ""sodium_mg"": 524, ""fat_g"": 28.3, ""protein_g"": 6.2}",26,India
ns_01036,Tata Ready_Meals Mix 137,Tata,ready_meals,https://static.openfoodfacts.org/images/products/1000000001036/front_en.400.jpg,"rice, vegetable oil, salt, trans fat, monosodium glutamate, lentil","[""rice"", ""vegetable oil"", ""salt"", ""trans fat"", ""monosodium glutamate"", ""lentil""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 136, ""sugar_g"": 7.0, ""sodium_mg"": 383, ""fat_g"": 8.5, ""protein_g"": 2.9}",40,India
ns_01037,Amul Snacks Mix 138,Amul,snacks,https://static.openfoodfacts.org/images/products/1000000001037/front_en.400.jpg,"potato, vegetable oil (palm), salt, trans fat, sodium nitrate, trans fat","[""potato"", ""vegetable oil (palm)"", ""salt"", ""trans fat"", ""sodium nitrate"", ""trans fat""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 304, ""sugar_g"": 2.2, ""sodium_mg"": 695, ""fat_g"": 7.6, ""protein_g"": 16.7}",34,India
ns_01038,Reliance Fresh Dairy Mix 139,Reliance Fresh,dairy,https://static.openfoodfacts.org/images/products/1000000001038/front_en.400.jpg,"milk, milk solids, stabiliser (E412), sugar, vegetable, olive oil","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""sugar"", ""vegetable"", ""olive oil""]",Neutral,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 342, ""sugar_g"": 23.5, ""sodium_mg"": 174, ""fat_g"": 33.3, ""protein_g"": 11.3}",51,India
ns_01039,Parle Bakery Mix 140,Parle,bakery,https://static.openfoodfacts.org/images/products/1000000001039/front_en.400.jpg,"wheat flour, sugar, vegetable oil, lentil, vegetable, sugar","[""wheat flour"", ""sugar"", ""vegetable oil"", ""lentil"", ""vegetable"", ""sugar""]",Harmful,"{""gluten"": false, ""nuts"": true, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 299, ""sugar_g"": 26.2, ""sodium_mg"": 822, ""fat_g"": 18.7, ""protein_g"": 13.6}",34,India
ns_01040,Haldiram's Condiments Mix 141,Haldiram's,condiments,https://static.openfoodfacts.org/images/products/1000000001040/front_en.400.jpg,"chili, salt, vinegar, olive oil, trans fat, fruit","[""chili"", ""salt"", ""vinegar"", ""olive oil"", ""trans fat"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 81, ""sugar_g"": 5.0, ""sodium_mg"": 263, ""fat_g"": 0.6, ""protein_g"": 11.2}",56,India
ns_01041,Haldiram's Ready_Meals Mix 142,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000001041/front_en.400.jpg,"rice, vegetable oil, salt, trans fat, preservative, artificial flavour","[""rice"", ""vegetable oil"", ""salt"", ""trans fat"", ""preservative"", ""artificial flavour""]",Harmful,"{""gluten"": true, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": true, ""egg"": false}","{""calories"": 193, ""sugar_g"": 7.8, ""sodium_mg"": 24, ""fat_g"": 7.7, ""protein_g"": 10.9}",32,India
ns_01042,Kohinoor Bakery Mix 143,Kohinoor,bakery,https://static.openfoodfacts.org/images/products/1000000001042/front_en.400.jpg,"wheat flour, sugar, vegetable oil, trans fat, fiber, lentil","[""wheat flour"", ""sugar"", ""vegetable oil"", ""trans fat"", ""fiber"", ""lentil""]",Harmful,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 142, ""sugar_g"": 14.3, ""sodium_mg"": 283, ""fat_g"": 1.0, ""protein_g"": 5.0}",42,India
ns_01043,Kohinoor Dairy Mix 144,Kohinoor,dairy,https://static.openfoodfacts.org/images/products/1000000001043/front_en.400.jpg,"milk, milk solids, stabiliser (E412), whole grain, protein, vegetable","[""milk"", ""milk solids"", ""stabiliser (E412)"", ""whole grain"", ""protein"", ""vegetable""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": true, ""sesame"": false, ""egg"": false}","{""calories"": 423, ""sugar_g"": 20.2, ""sodium_mg"": 444, ""fat_g"": 17.9, ""protein_g"": 14.5}",63,India
ns_01044,Haldiram's Ready_Meals Mix 145,Haldiram's,ready_meals,https://static.openfoodfacts.org/images/products/1000000001044/front_en.400.jpg,"rice, vegetable oil, salt, olive oil, oats, sodium benzoate","[""rice"", ""vegetable oil"", ""salt"", ""olive oil"", ""oats"", ""sodium benzoate""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 546, ""sugar_g"": 9.3, ""sodium_mg"": 503, ""fat_g"": 31.2, ""protein_g"": 14.1}",52,India
ns_01045,ITC Ready_Meals Mix 146,ITC,ready_meals,https://static.openfoodfacts.org/images/products/1000000001045/front_en.400.jpg,"rice, vegetable oil, salt, sorbitol, fiber, fruit","[""rice"", ""vegetable oil"", ""salt"", ""sorbitol"", ""fiber"", ""fruit""]",Neutral,"{""gluten"": false, ""nuts"": false, ""dairy"": true, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 436, ""sugar_g"": 17.3, ""sodium_mg"": 372, ""fat_g"": 7.0, ""protein_g"": 8.4}",50,India
ns_01046,Amul Snacks Mix 147,Amul,snacks,https://static.openfoodfacts.org/images/products/1000000001046/front_en.400.jpg,"potato, vegetable oil (palm), salt, lentil, vegetable, lentil","[""potato"", ""vegetable oil (palm)"", ""salt"", ""lentil"", ""vegetable"", ""lentil""]",Healthy,"{""gluten"": false, ""nuts"": false, ""dairy"": false, ""soy"": false, ""sesame"": false, ""egg"": false}","{""calories"": 89, ""sugar_g"": 3.8, ""sodium_mg"": 113, ""fat_g"": 21.5, ""protein_g"": 15.3}",71,India
